run_id,bin,bin_centre,confidence,observed,count,arch,dataset,label_mode,policy,size,finetune,loss,train_size,seed,orientation_pooled,pretrained
cnn_small_soft_d4_s64_full_bce_nfull_seed0,10,0.7,0.7000673201523329,0.9022556390977443,1596,cnn_small,gz2,soft,d4,64,full,bce,0,0,False,True
cnn_small_soft_d4_s64_full_bce_nfull_seed0,11,0.7666666666666666,0.7660731035818363,0.962671905697446,1527,cnn_small,gz2,soft,d4,64,full,bce,0,0,False,True
cnn_small_soft_d4_s64_full_bce_nfull_seed0,12,0.8333333333333334,0.8333760321490219,0.9941291585127201,1533,cnn_small,gz2,soft,d4,64,full,bce,0,0,False,True
cnn_small_soft_d4_s64_full_bce_nfull_seed0,13,0.9,0.9000401751399404,0.9975565058032987,1637,cnn_small,gz2,soft,d4,64,full,bce,0,0,False,True
cnn_small_soft_d4_s64_full_bce_nfull_seed0,14,0.9666666666666667,0.9687043669109698,1.0,2048,cnn_small,gz2,soft,d4,64,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,0,0.03333333333333333,0.05758472769391822,0.0,2304,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,1,0.1,0.09469450710530326,0.0,15759,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,2,0.16666666666666669,0.16313204187185323,0.002298037829238112,5657,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,3,0.23333333333333334,0.231389591733207,0.012475741613529248,3607,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,4,0.3,0.2987892193571122,0.0529455630126771,2682,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,5,0.3666666666666667,0.36601344412511067,0.13587191691908265,2311,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,6,0.43333333333333335,0.43274448031126267,0.2841185041282176,2059,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,7,0.5,0.4990214411770412,0.45784477945281965,1791,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,8,0.5666666666666667,0.5660026614471592,0.6522781774580336,1668,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,9,0.6333333333333333,0.6326384289190173,0.80875,1600,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,10,0.7,0.6992037654216112,0.9121081745543946,1627,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,11,0.7666666666666666,0.7666277966296026,0.9760981912144703,1548,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,12,0.8333333333333334,0.8328377065454765,0.9905020352781547,1474,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,13,0.9,0.9006065173125445,0.999379652605459,1612,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
cnn_small_soft_d4_s96_full_bce_nfull_seed0,14,0.9666666666666667,0.9685135093725592,1.0,2109,cnn_small,gz2,soft,d4,96,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,0,0.03333333333333333,0.000555995867784101,0.020714686181356783,33889,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
