run_id,n_test,accuracy,accuracy_lo,accuracy_hi,balanced_accuracy,balanced_accuracy_lo,balanced_accuracy_hi,auc_roc,auc_roc_lo,auc_roc_hi,auc_pr,auc_pr_lo,auc_pr_hi,f1,f1_lo,f1_hi,ece,ece_lo,ece_hi,brier,brier_lo,brier_hi
resnet50_hard_d4_s224_full_bce_n2000_seed0,47808,0.8995983935742972,0.8970041624832664,0.9023599606760375,0.8566297897646715,0.8527432451745063,0.8605080799514346,0.9511270583253572,0.9492367921336768,0.9532213476516719,0.8927195261588904,0.8887305520864985,0.8969747857321926,0.7994317232157782,0.7938878520501675,0.8049906064122943,0.03244874724090608,0.030210500095040598,0.03493156036443934,0.07460378745852185,0.07274797825963626,0.07634376632110351
resnet50_hard_d4_s224_full_bce_n25000_seed0,47808,0.9359521419009371,0.9336931057563588,0.9382111780455153,0.9100801059828145,0.9069106019236063,0.9133861575884941,0.9829185565097396,0.9820344055348338,0.9838210291314976,0.9569360835431039,0.9546973988385842,0.9592007792060709,0.8746109746109747,0.8702589259844542,0.8789539180580659,0.024019335281640727,0.022025566283061192,0.025979954044306114,0.046777521528831474,0.04521766012290293,0.048243117181532194
resnet50_hard_d4_s224_full_bce_n50000_seed0,47808,0.9419134872824632,0.939779953145917,0.9440475443440429,0.9164724948454865,0.9133804109457178,0.9196651575359576,0.985800462462478,0.9850250130405392,0.9865764270361603,0.9636774500879886,0.9616797653020871,0.9656894444211671,0.8858000575728915,0.8816858949161107,0.8900009968347926,0.00837965703523653,0.006968542108702366,0.01039785047647064,0.04161669083931416,0.04030468650514418,0.04288817534008997
resnet50_hard_d4_s224_full_bce_n5000_seed0,47808,0.9165620816599732,0.9140724355756359,0.9189471427376171,0.8960802204287479,0.8925412775404182,0.8992514532153766,0.9684482579699178,0.9669652073096202,0.9698495787957826,0.9254087672741881,0.9220068494890521,0.9287460269453073,0.8422010364334032,0.8372778388734317,0.8467221220137624,0.02687193176867797,0.025056687489687847,0.029240609918076987,0.06206246827241698,0.060391784267732035,0.06369632210869319
resnet50_hard_d4_s224_full_bce_nfull_seed0,47808,0.9474774096385542,0.9454270205823293,0.9495900267737617,0.9232959933360743,0.9202446472732648,0.9263650540440196,0.9888976226407232,0.9882418619100752,0.989578226725584,0.9714352857235834,0.9697431480301514,0.9731315073902048,0.896611355869395,0.8925216198327962,0.9006718138078883,0.01217529587005365,0.010549329491114205,0.013972039841046184,0.03742390917223952,0.03610765597529947,0.03870178967350395
resnet50_hard_debiased_d4_s224_full_bce_nfull_seed0,47808,0.6862031459170014,0.6822702267402945,0.6902840528781794,0.7836810879311009,0.780940722529844,0.7865171041003522,0.9557486772202539,0.9539613125118178,0.957644439743248,0.9004140632027989,0.8963958517592169,0.9045788178717569,0.6215820805165976,0.6164441720077618,0.6271072670246903,0.1731521416790855,0.16914386421065583,0.1771864008813877,0.23974286680759144,0.23671636298167884,0.2427855138858758
resnet50_soft_d4_photo_s224_full_bce_nfull_seed0,47808,0.9541917670682731,0.952287797021419,0.9561161311914324,0.9407754272784297,0.937957796323775,0.9434349124938162,0.9913655445671812,0.9908029423548163,0.9919147269082317,0.9773024765146205,0.9758460358768691,0.97871573165427,0.9122736740906906,0.9085291182074522,0.9160571057523471,0.1455235269893593,0.1437451033720839,0.1473506162484061,0.059798123612237124,0.05905588249519871,0.060553389117658625
resnet50_soft_d4_s112_full_bce_nfull_seed0,47808,0.952183734939759,0.9501960968875501,0.9541708500669344,0.9407909353739096,0.9381076644297647,0.9435137940735058,0.9904770017031138,0.9898950026025461,0.9910555732126242,0.9750686091308454,0.9735126206015532,0.9766486791745442,0.909163156639911,0.9054226308853184,0.9130041477008647,0.1437373601049861,0.1419798130778753,0.14552601164989318,0.060705269751441436,0.059930963276237495,0.061462915756664065
resnet50_soft_d4_s160_full_bce_nfull_seed0,47808,0.9520373159303882,0.9500705948795181,0.9540463939089692,0.9403029929771285,0.9376520519096675,0.9430413740769851,0.9904418203770894,0.9898541951424049,0.9910562384842687,0.9749774820947322,0.9734181277472046,0.9765398556872723,0.9088016545360538,0.905154766918759,0.9125607928505931,0.14265229938008048,0.14086326699589058,0.14448577752322933,0.060384952739034034,0.059579591254778755,0.06117233541840377
resnet50_soft_d4_s224_frozen_bce_nfull_seed0,47808,0.8510918674698795,0.8478915662650602,0.8543340026773761,0.7882427683545705,0.7839966610190359,0.7926022220935277,0.9043177153502777,0.9014520002752358,0.9072548101584709,0.7936218649005248,0.787318436715884,0.7999309985469764,0.6971540392223593,0.6907021237613812,0.7038019601302982,0.09565575498300861,0.09282181783954742,0.09859691373262697,0.11514775992365534,0.1138562173919653,0.11639965937701849
resnet50_soft_d4_s224_full_bce_n10000_seed0,47808,0.9318314926372155,0.9295719335676037,0.9342369477911646,0.9092107497362898,0.9060784705987158,0.9126069384396835,0.979736845904558,0.9786662247489282,0.9807761421678075,0.9500652600804336,0.947512325476361,0.9526141978510699,0.8684029880880274,0.8639185527516335,0.8729974979335171,0.12326648609549162,0.12125930670489159,0.12538580651326894,0.06712119807030918,0.06618861631437127,0.06798072558459228
resnet50_soft_d4_s224_full_bce_n2000_seed0,47808,0.9034680388219545,0.9010416666666666,0.906083186914324,0.8707846473811174,0.8671298987608219,0.8744924854671258,0.9581258838207898,0.9564202396515356,0.9598244265480672,0.9020308356128779,0.8981621648737962,0.9060294475475884,0.8126801152737751,0.8075367750187439,0.817808350522713,0.10799256047882873,0.10563008162633979,0.11037247108568171,0.08266702144230505,0.08156419853681098,0.08373748292913002
