run_id,coverage,accuracy,arch,label_mode,policy,size,finetune,loss,train_size,seed,orientation_pooled,pretrained
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5420100502512564,0.9997298592353483,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5469346733668342,0.9997322915943574,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.551859296482412,0.9997346805420378,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.55678391959799,0.9997370272303883,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5617085427135678,0.9997020945952991,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5666331658291458,0.9997046836986334,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5715577889447236,0.9997072281859268,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5764824120603016,0.9997097292002954,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5814070351758794,0.9997121878467173,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5863316582914573,0.9997146051924859,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5912562814070352,0.9996816050534962,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.5961809045226131,0.9996842350859287,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.601105527638191,0.9996172269190524,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6060301507537689,0.9995858225605171,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6109547738693468,0.9995549244737704,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6158793969849247,0.9995584833349751,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6208040201005025,0.9994945989233206,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6257286432160805,0.9994651483113344,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6306532663316583,0.9994361576450663,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6355778894472363,0.999440526442563,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6405025125628141,0.9993468565405702,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.645427135678392,0.9993194320412898,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6503517587939699,0.9993245854690475,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6552763819095477,0.999201977901179,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6602010050251257,0.9991762477931417,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6651256281407035,0.9989936577171826,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6700502512562815,0.9988449686449381,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6749748743718593,0.9988224064610829,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6798994974874373,0.9988001711202871,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6848241206030151,0.9986560811290512,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.689748743718593,0.9984533975911762,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6946733668341709,0.9983138088619108,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.6995979899497488,0.9980565909181658,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7045226130653267,0.9979217273274871,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7094472361809046,0.9977592525265735,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7143718592964825,0.9975111769997973,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7192964824120603,0.9973246579534413,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7242211055276382,0.9969673831316848,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7291457286432161,0.9968444303287094,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.734070351758794,0.9965521599443128,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7389949748743719,0.9963203942290199,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7439195979899498,0.9961479315888087,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7488442211055277,0.995754278240595,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7537688442211056,0.995532267960222,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7586934673366834,0.9951582726911888,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7636180904522614,0.995069445985915,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7685427135678392,0.9947472259018981,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7734673366834172,0.9944561520942417,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.778391959798995,0.9940612730663155,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.783316582914573,0.9935378435297421,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7882412060301508,0.9931005632449257,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7931658291457286,0.9926423414121684,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.7980904522613066,0.9920063128300219,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8030150753768844,0.991430181508913,cnn_deep,hard,d4,128,full,bce,0,0,False,True
