run_id,spearman_vs_votefraction,mae_vs_votefraction,pearson_vs_votefraction,arch,dataset,label_mode,policy,size,finetune,loss,train_size,seed,orientation_pooled,pretrained
resnet50_hard_debiased_d4_s224_full_bce_nfull_seed2,0.8155789884216504,0.2762094978712588,0.7337818214647317,resnet50,gz2,hard_debiased,d4,224,full,bce,0,2,False,True
resnet50_soft_d4_photo_s224_full_bce_nfull_seed0,0.9236221502185511,0.05323759773745521,0.9708665232496669,resnet50,gz2,soft,d4_photo,224,full,bce,0,0,False,True
resnet50_soft_d4_photo_s224_full_bce_nfull_seed1,0.9237991426555047,0.0531124070162614,0.9710913034630706,resnet50,gz2,soft,d4_photo,224,full,bce,0,1,False,True
resnet50_soft_d4_photo_s224_full_bce_nfull_seed2,0.9235714378293883,0.05321135034749164,0.9709583184834578,resnet50,gz2,soft,d4_photo,224,full,bce,0,2,False,True
resnet50_soft_d4_s112_full_bce_nfull_seed0,0.9206232747525538,0.05526737866624435,0.9682170921349916,resnet50,gz2,soft,d4,112,full,bce,0,0,False,True
resnet50_soft_d4_s112_full_bce_nfull_seed1,0.9207446603645086,0.055124917228953935,0.9681674689802785,resnet50,gz2,soft,d4,112,full,bce,0,1,False,True
resnet50_soft_d4_s160_full_bce_nfull_seed0,0.9209598384542784,0.0550108138790259,0.9684691707584612,resnet50,gz2,soft,d4,160,full,bce,0,0,False,True
resnet50_soft_d4_s160_full_bce_nfull_seed1,0.9212311079416527,0.05462313416748012,0.9691048217499455,resnet50,gz2,soft,d4,160,full,bce,0,1,False,True
resnet50_soft_d4_s224_frozen_bce_nfull_seed0,0.7323745330711077,0.13964512388879477,0.7748410158146233,resnet50,gz2,soft,d4,224,frozen,bce,0,0,False,True
resnet50_soft_d4_s224_frozen_bce_nfull_seed1,0.7336991567563882,0.1388624446781168,0.7754866476928991,resnet50,gz2,soft,d4,224,frozen,bce,0,1,False,True
resnet50_soft_d4_s224_full_bce_n10000_seed0,0.8905422573830517,0.0712011706823308,0.9423604868413747,resnet50,gz2,soft,d4,224,full,bce,10000,0,False,True
resnet50_soft_d4_s224_full_bce_n10000_seed1,0.8928148246781448,0.07061836727275175,0.9438104082717882,resnet50,gz2,soft,d4,224,full,bce,10000,1,False,True
resnet50_soft_d4_s224_full_bce_n2000_seed0,0.8389792090100129,0.09541956535787431,0.8914576720055476,resnet50,gz2,soft,d4,224,full,bce,2000,0,False,True
resnet50_soft_d4_s224_full_bce_n2000_seed1,0.8325342830450451,0.09889890775031775,0.8834366645433374,resnet50,gz2,soft,d4,224,full,bce,2000,1,False,True
resnet50_soft_d4_s224_full_bce_n25000_seed0,0.9076994769073367,0.06272965841034137,0.9568601317799755,resnet50,gz2,soft,d4,224,full,bce,25000,0,False,True
resnet50_soft_d4_s224_full_bce_n25000_seed1,0.9076705115938832,0.0625256333778388,0.9574426430641325,resnet50,gz2,soft,d4,224,full,bce,25000,1,False,True
resnet50_soft_d4_s224_full_bce_n50000_seed0,0.9147741940350136,0.058787297537648824,0.9633222389323225,resnet50,gz2,soft,d4,224,full,bce,50000,0,False,True
resnet50_soft_d4_s224_full_bce_n50000_seed1,0.9137666694381055,0.05949140279599602,0.9629685132382697,resnet50,gz2,soft,d4,224,full,bce,50000,1,False,True
resnet50_soft_d4_s224_full_bce_n5000_seed0,0.8757187212308583,0.07968073889208763,0.9273103539564261,resnet50,gz2,soft,d4,224,full,bce,5000,0,False,True
resnet50_soft_d4_s224_full_bce_n5000_seed1,0.8763481913993377,0.0795214309172372,0.9264093229599422,resnet50,gz2,soft,d4,224,full,bce,5000,1,False,True
resnet50_soft_d4_s224_full_bce_nfull_seed0,0.9218947103182681,0.05431116530161896,0.9694303259932161,resnet50,gz2,soft,d4,224,full,bce,0,0,False,True
resnet50_soft_d4_s224_full_bce_nfull_seed0_scratch,0.9187809604040207,0.057394130211009566,0.9650014944313925,resnet50,gz2,soft,d4,224,full,bce,0,0,False,False
resnet50_soft_d4_s224_full_bce_nfull_seed1,0.921738866453124,0.054103275244976594,0.969757511390093,resnet50,gz2,soft,d4,224,full,bce,0,1,False,True
resnet50_soft_d4_s224_full_bce_nfull_seed1_scratch,0.919179264122297,0.057665676919183624,0.9647265014873481,resnet50,gz2,soft,d4,224,full,bce,0,1,False,False
resnet50_soft_d4_s224_full_bce_nfull_seed2,0.9210636460118672,0.05433195676367339,0.9695045273037937,resnet50,gz2,soft,d4,224,full,bce,0,2,False,True
resnet50_soft_d4_s224_full_bce_nfull_seed2_scratch,0.9189538795054407,0.057651643453934046,0.9645743436055458,resnet50,gz2,soft,d4,224,full,bce,0,2,False,False
resnet50_soft_d4_s224_full_bce_nfull_seed3,0.9213924936731809,0.054457551793838446,0.9694617973006985,resnet50,gz2,soft,d4,224,full,bce,0,3,False,True
resnet50_soft_d4_s224_full_bce_nfull_seed4,0.9220028872431834,0.05405563452150759,0.9698310935960015,resnet50,gz2,soft,d4,224,full,bce,0,4,False,True
resnet50_soft_d4_s224_full_focal_nfull_seed0,0.9153526399146226,0.0979229238466264,0.9545086696337546,resnet50,gz2,soft,d4,224,full,focal,0,0,False,True
resnet50_soft_d4_s224_full_focal_nfull_seed1,0.9149683161235741,0.09662430095622149,0.9557442390247566,resnet50,gz2,soft,d4,224,full,focal,0,1,False,True
resnet50_soft_d4_s224_full_smooth_nfull_seed0,0.9217783867455005,0.06452324735164168,0.9695394788800458,resnet50,gz2,soft,d4,224,full,smooth,0,0,False,True
resnet50_soft_d4_s224_full_smooth_nfull_seed1,0.9213470568925426,0.06391983874309524,0.9696994393608344,resnet50,gz2,soft,d4,224,full,smooth,0,1,False,True
resnet50_soft_d4_s224_partial_bce_nfull_seed0,0.8727446602221938,0.08392090404784613,0.9148454179675859,resnet50,gz2,soft,d4,224,partial,bce,0,0,False,True
resnet50_soft_d4_s224_partial_bce_nfull_seed1,0.8728558810604514,0.08390931098390488,0.9153288018080404,resnet50,gz2,soft,d4,224,partial,bce,0,1,False,True
resnet50_soft_debiased_d4_s224_full_bce_nfull_seed0,0.8201432867543208,0.25905127395069044,0.7845879338497124,resnet50,gz2,soft_debiased,d4,224,full,bce,0,0,False,True
resnet50_soft_debiased_d4_s224_full_bce_nfull_seed1,0.829179044641317,0.25046975774814667,0.8017178588437339,resnet50,gz2,soft_debiased,d4,224,full,bce,0,1,False,True
resnet50_soft_debiased_d4_s224_full_bce_nfull_seed2,0.836107430687016,0.2398586709829646,0.8027948738877632,resnet50,gz2,soft_debiased,d4,224,full,bce,0,2,False,True
resnet50_soft_flip_s224_full_bce_nfull_seed0,0.9193763873487454,0.05680061420153737,0.9670146208889665,resnet50,gz2,soft,flip,224,full,bce,0,0,False,True
resnet50_soft_flip_s224_full_bce_nfull_seed1,0.9191450689101341,0.05596099568786408,0.9679945463748784,resnet50,gz2,soft,flip,224,full,bce,0,1,False,True
resnet50_soft_flip_s224_full_bce_nfull_seed2,0.9188518808668703,0.05578648542617694,0.9675785570037375,resnet50,gz2,soft,flip,224,full,bce,0,2,False,True
resnet50_soft_none_s224_full_bce_nfull_seed0,0.9126400934243265,0.06355140019148076,0.9608316899985038,resnet50,gz2,soft,none,224,full,bce,0,0,False,True
resnet50_soft_none_s224_full_bce_nfull_seed0_op,0.9214127006712537,0.05466757129212685,0.9694314981821879,resnet50,gz2,soft,none,224,full,bce,0,0,True,True
resnet50_soft_none_s224_full_bce_nfull_seed1,0.9136400277868791,0.06208550501397635,0.9614969820186464,resnet50,gz2,soft,none,224,full,bce,0,1,False,True
resnet50_soft_none_s224_full_bce_nfull_seed1_op,0.9162581076394275,0.055844783650938506,0.9676113013360116,resnet50,gz2,soft,none,224,full,bce,0,1,True,True
resnet50_soft_none_s224_full_bce_nfull_seed2,0.9052671542554287,0.06032737511529209,0.9623022410380578,resnet50,gz2,soft,none,224,full,bce,0,2,False,True
resnet50_soft_none_s224_full_bce_nfull_seed2_op,0.9212067214826152,0.05535989147812722,0.969350806828401,resnet50,gz2,soft,none,224,full,bce,0,2,True,True
resnet50_soft_w_d4_s224_full_bce_nfull_seed0,0.9214841219794095,0.05438346241806665,0.9694980937651737,resnet50,gz2,soft_w,d4,224,full,bce,0,0,False,True
resnet50_soft_w_d4_s224_full_bce_nfull_seed1,0.9217156447434877,0.053894034164212165,0.9698970092499727,resnet50,gz2,soft_w,d4,224,full,bce,0,1,False,True
resnet50_soft_w_d4_s224_full_bce_nfull_seed2,0.9216804186002815,0.054117163853759656,0.9697531277145963,resnet50,gz2,soft_w,d4,224,full,bce,0,2,False,True
swin_tiny_hard_d4_s224_full_bce_nfull_seed0,0.8955535685198858,0.15577361663629105,0.9149164031018822,swin_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
swin_tiny_hard_d4_s224_full_bce_nfull_seed1,0.8973673906381242,0.14821357312335118,0.9222500423034385,swin_tiny,gz2,hard,d4,224,full,bce,0,1,False,True
swin_tiny_hard_d4_s224_full_bce_nfull_seed2,0.8895179476984297,0.15863471983363847,0.9107882058286951,swin_tiny,gz2,hard,d4,224,full,bce,0,2,False,True
swin_tiny_hard_d4_s224_full_bce_nfull_seed3,0.8979068383245759,0.1601028131033643,0.9094111036424117,swin_tiny,gz2,hard,d4,224,full,bce,0,3,False,True
swin_tiny_hard_d4_s224_full_bce_nfull_seed4,0.8979949453429688,0.16112767058041774,0.9082929152840643,swin_tiny,gz2,hard,d4,224,full,bce,0,4,False,True
swin_tiny_soft_d4_s224_full_bce_nfull_seed0,0.9239423754026153,0.05348945342206387,0.9704213761930109,swin_tiny,gz2,soft,d4,224,full,bce,0,0,False,True
swin_tiny_soft_d4_s224_full_bce_nfull_seed1,0.9236656875749518,0.053375006818379735,0.9704807732805845,swin_tiny,gz2,soft,d4,224,full,bce,0,1,False,True
swin_tiny_soft_d4_s224_full_bce_nfull_seed2,0.9235900255935797,0.053377795674326226,0.9705267742495612,swin_tiny,gz2,soft,d4,224,full,bce,0,2,False,True
swin_tiny_soft_d4_s224_full_bce_nfull_seed3,0.9236213947798285,0.05386527806438433,0.9701910854775246,swin_tiny,gz2,soft,d4,224,full,bce,0,3,False,True
swin_tiny_soft_d4_s224_full_bce_nfull_seed4,0.9237692559399369,0.053457125136537685,0.9702350984997923,swin_tiny,gz2,soft,d4,224,full,bce,0,4,False,True
vit_base_hard_d4_s224_full_bce_nfull_seed0,0.8981485348747018,0.1603549367920439,0.9080348154270732,vit_base,gz2,hard,d4,224,full,bce,0,0,False,True
vit_base_hard_d4_s224_full_bce_nfull_seed1,0.899539489830634,0.1607881086460443,0.9072664679040391,vit_base,gz2,hard,d4,224,full,bce,0,1,False,True
vit_base_hard_d4_s224_full_bce_nfull_seed2,0.8960251270663095,0.16254047561557752,0.9050652578683374,vit_base,gz2,hard,d4,224,full,bce,0,2,False,True
vit_base_hard_d4_s224_full_bce_nfull_seed3,0.8969298016096476,0.16100821129861456,0.9052996728597205,vit_base,gz2,hard,d4,224,full,bce,0,3,False,True
vit_base_hard_d4_s224_full_bce_nfull_seed4,0.8982864887232087,0.15640714485235777,0.9109918524540964,vit_base,gz2,hard,d4,224,full,bce,0,4,False,True
vit_base_soft_d4_s224_full_bce_nfull_seed0,0.9210058520817881,0.05522701739432276,0.9684897900246433,vit_base,gz2,soft,d4,224,full,bce,0,0,False,True
vit_base_soft_d4_s224_full_bce_nfull_seed1,0.9210959908932588,0.0557471978307808,0.9684163248296078,vit_base,gz2,soft,d4,224,full,bce,0,1,False,True
vit_base_soft_d4_s224_full_bce_nfull_seed2,0.9212134400331162,0.05577726326538586,0.9681544446356064,vit_base,gz2,soft,d4,224,full,bce,0,2,False,True
vit_base_soft_d4_s224_full_bce_nfull_seed3,0.9219976227974195,0.05476033755378666,0.9686612399015145,vit_base,gz2,soft,d4,224,full,bce,0,3,False,True
vit_base_soft_d4_s224_full_bce_nfull_seed4,0.9209198022562373,0.05513631466222587,0.9686237172272398,vit_base,gz2,soft,d4,224,full,bce,0,4,False,True
vit_small_hard_conf_d4_s224_full_bce_nfull_seed0,0.8557553440126876,0.18646798728038189,0.8727464943927423,vit_small,gz2,hard_conf,d4,224,full,bce,0,0,False,True
vit_small_hard_conf_d4_s224_full_bce_nfull_seed1,0.8659964200771837,0.1860348004585287,0.8718280509241245,vit_small,gz2,hard_conf,d4,224,full,bce,0,1,False,True
vit_small_hard_conf_d4_s224_full_bce_nfull_seed2,0.8508767859009464,0.1790884540958359,0.8817143514148875,vit_small,gz2,hard_conf,d4,224,full,bce,0,2,False,True
vit_small_hard_d4_s224_full_bce_n10000_seed0,0.8793731260419565,0.1592339554149311,0.8950822644619977,vit_small,gz2,hard,d4,224,full,bce,10000,0,False,True
vit_small_hard_d4_s224_full_bce_n10000_seed1,0.883862162879667,0.1506743565623305,0.9059978789388464,vit_small,gz2,hard,d4,224,full,bce,10000,1,False,True
vit_small_hard_d4_s224_full_bce_n2000_seed0,0.8435063799194414,0.17110258422099267,0.8646571393942366,vit_small,gz2,hard,d4,224,full,bce,2000,0,False,True
vit_small_hard_d4_s224_full_bce_n2000_seed1,0.8526615110896175,0.17442813987338202,0.8578740745847426,vit_small,gz2,hard,d4,224,full,bce,2000,1,False,True
vit_small_hard_d4_s224_full_bce_n25000_seed0,0.8817488192727473,0.15531351759780274,0.9036343184168688,vit_small,gz2,hard,d4,224,full,bce,25000,0,False,True
vit_small_hard_d4_s224_full_bce_n25000_seed1,0.886737303641349,0.16063763866358036,0.9020435995775583,vit_small,gz2,hard,d4,224,full,bce,25000,1,False,True
vit_small_hard_d4_s224_full_bce_n50000_seed0,0.8860257953506474,0.16819194993275743,0.8938955776648496,vit_small,gz2,hard,d4,224,full,bce,50000,0,False,True
vit_small_hard_d4_s224_full_bce_n50000_seed1,0.8857275150775885,0.15350068988726867,0.9121831532667642,vit_small,gz2,hard,d4,224,full,bce,50000,1,False,True
vit_small_hard_d4_s224_full_bce_n5000_seed0,0.8615614237028422,0.18065545210574951,0.8653025375890824,vit_small,gz2,hard,d4,224,full,bce,5000,0,False,True
vit_small_hard_d4_s224_full_bce_n5000_seed1,0.8527457422821161,0.17949317269061577,0.8688155780287412,vit_small,gz2,hard,d4,224,full,bce,5000,1,False,True
vit_small_hard_d4_s224_full_bce_nfull_seed0,0.9005302201398739,0.15381171074357053,0.914401447519557,vit_small,gz2,hard,d4,224,full,bce,0,0,False,True
vit_small_hard_d4_s224_full_bce_nfull_seed1,0.8991431438320455,0.14711174477120015,0.9230112055984562,vit_small,gz2,hard,d4,224,full,bce,0,1,False,True
vit_small_hard_d4_s224_full_bce_nfull_seed2,0.897799428730908,0.15482137409269717,0.914263277269959,vit_small,gz2,hard,d4,224,full,bce,0,2,False,True
vit_small_hard_d4_s224_full_bce_nfull_seed3,0.8931160238022564,0.14828494199977493,0.9218165067325639,vit_small,gz2,hard,d4,224,full,bce,0,3,False,True
vit_small_hard_d4_s224_full_bce_nfull_seed4,0.8983309620965474,0.16107941159268735,0.9082024858025628,vit_small,gz2,hard,d4,224,full,bce,0,4,False,True
vit_small_hard_debiased_d4_s224_full_bce_nfull_seed0,0.8291005520848197,0.29404913152289525,0.7165622718794813,vit_small,gz2,hard_debiased,d4,224,full,bce,0,0,False,True
vit_small_hard_debiased_d4_s224_full_bce_nfull_seed1,0.7985314434669233,0.28484266999619917,0.7174491783540426,vit_small,gz2,hard_debiased,d4,224,full,bce,0,1,False,True
vit_small_hard_debiased_d4_s224_full_bce_nfull_seed2,0.812625790656232,0.2693122792445087,0.7370883413945988,vit_small,gz2,hard_debiased,d4,224,full,bce,0,2,False,True
vit_small_soft_d4_photo_s224_full_bce_nfull_seed0,0.9231186300362432,0.054180953220794484,0.9698815941548865,vit_small,gz2,soft,d4_photo,224,full,bce,0,0,False,True
vit_small_soft_d4_photo_s224_full_bce_nfull_seed1,0.9236141759828522,0.053302903971840856,0.9707988164008835,vit_small,gz2,soft,d4_photo,224,full,bce,0,1,False,True
vit_small_soft_d4_photo_s224_full_bce_nfull_seed2,0.9231414959788884,0.053407901599425,0.9705354464179929,vit_small,gz2,soft,d4_photo,224,full,bce,0,2,False,True
vit_small_soft_d4_s112_full_bce_nfull_seed0,0.9172108683683414,0.05877620475102048,0.9630439650479437,vit_small,gz2,soft,d4,112,full,bce,0,0,False,True
vit_small_soft_d4_s112_full_bce_nfull_seed1,0.9173181818281236,0.05848270995258754,0.9632903818852376,vit_small,gz2,soft,d4,112,full,bce,0,1,False,True
vit_small_soft_d4_s160_full_bce_nfull_seed0,0.9197737794793075,0.056457696141760216,0.9663510425290631,vit_small,gz2,soft,d4,160,full,bce,0,0,False,True
vit_small_soft_d4_s160_full_bce_nfull_seed1,0.9200114786823418,0.05642220309933496,0.966514838288202,vit_small,gz2,soft,d4,160,full,bce,0,1,False,True
vit_small_soft_d4_s224_frozen_bce_nfull_seed0,0.8503816137460457,0.09458748178837849,0.8955661378854423,vit_small,gz2,soft,d4,224,frozen,bce,0,0,False,True
vit_small_soft_d4_s224_frozen_bce_nfull_seed1,0.8514532126386747,0.09482607862691017,0.8960856224091203,vit_small,gz2,soft,d4,224,frozen,bce,0,1,False,True
vit_small_soft_d4_s224_full_bce_n10000_seed0,0.9072819163253557,0.06483238050644634,0.9532682425368638,vit_small,gz2,soft,d4,224,full,bce,10000,0,False,True
vit_small_soft_d4_s224_full_bce_n10000_seed1,0.9094613473840037,0.0645122044883234,0.9543689588348395,vit_small,gz2,soft,d4,224,full,bce,10000,1,False,True
vit_small_soft_d4_s224_full_bce_n2000_seed0,0.8931357376474812,0.07338927511464721,0.9383455979925773,vit_small,gz2,soft,d4,224,full,bce,2000,0,False,True
vit_small_soft_d4_s224_full_bce_n2000_seed1,0.8960792356619052,0.07334094970062989,0.9387488481180505,vit_small,gz2,soft,d4,224,full,bce,2000,1,False,True
vit_small_soft_d4_s224_full_bce_n25000_seed0,0.9146531671806339,0.060838838679126386,0.9611503679224089,vit_small,gz2,soft,d4,224,full,bce,25000,0,False,True
vit_small_soft_d4_s224_full_bce_n25000_seed1,0.9146144458421345,0.0611101329386429,0.9617398055225558,vit_small,gz2,soft,d4,224,full,bce,25000,1,False,True
vit_small_soft_d4_s224_full_bce_n50000_seed0,0.9184512903589561,0.05880641707346911,0.9643287436948706,vit_small,gz2,soft,d4,224,full,bce,50000,0,False,True
vit_small_soft_d4_s224_full_bce_n50000_seed1,0.9181395718878826,0.060748464320020276,0.9635497273633309,vit_small,gz2,soft,d4,224,full,bce,50000,1,False,True
vit_small_soft_d4_s224_full_bce_n5000_seed0,0.9016887187123899,0.06862775451426108,0.9476073518273755,vit_small,gz2,soft,d4,224,full,bce,5000,0,False,True
vit_small_soft_d4_s224_full_bce_n5000_seed1,0.904550807294049,0.06813176854071679,0.9485267111091733,vit_small,gz2,soft,d4,224,full,bce,5000,1,False,True
vit_small_soft_d4_s224_full_bce_nfull_seed0,0.9222580143698852,0.05455184543358082,0.969109774301988,vit_small,gz2,soft,d4,224,full,bce,0,0,False,True
vit_small_soft_d4_s224_full_bce_nfull_seed0_scratch,0.910619913171754,0.06597480973137208,0.9505873495610125,vit_small,gz2,soft,d4,224,full,bce,0,0,False,False
vit_small_soft_d4_s224_full_bce_nfull_seed1,0.9215101742299069,0.05503637406594798,0.9687428240924894,vit_small,gz2,soft,d4,224,full,bce,0,1,False,True
vit_small_soft_d4_s224_full_bce_nfull_seed1_scratch,0.9105888264391467,0.06588798881819283,0.9509039652368365,vit_small,gz2,soft,d4,224,full,bce,0,1,False,False
vit_small_soft_d4_s224_full_bce_nfull_seed2,0.9220702584253406,0.05489374568498592,0.96897837825857,vit_small,gz2,soft,d4,224,full,bce,0,2,False,True
vit_small_soft_d4_s224_full_bce_nfull_seed2_scratch,0.9101540884989154,0.06647451284907407,0.9499537589654056,vit_small,gz2,soft,d4,224,full,bce,0,2,False,False
vit_small_soft_d4_s224_full_bce_nfull_seed3,0.9214762090504858,0.05512993524833572,0.9687345702705041,vit_small,gz2,soft,d4,224,full,bce,0,3,False,True
vit_small_soft_d4_s224_full_bce_nfull_seed4,0.9218158747625005,0.05486706918498738,0.9689577669825465,vit_small,gz2,soft,d4,224,full,bce,0,4,False,True
vit_small_soft_d4_s224_full_focal_nfull_seed0,0.9202558453574975,0.09626406008645033,0.9554253954102739,vit_small,gz2,soft,d4,224,full,focal,0,0,False,True
vit_small_soft_d4_s224_full_focal_nfull_seed1,0.9197199843924792,0.0968790281854242,0.9542064105676445,vit_small,gz2,soft,d4,224,full,focal,0,1,False,True
vit_small_soft_d4_s224_full_smooth_nfull_seed0,0.922574015695954,0.06357814134872757,0.9691940950961037,vit_small,gz2,soft,d4,224,full,smooth,0,0,False,True
vit_small_soft_d4_s224_full_smooth_nfull_seed1,0.9220972847813448,0.06466563521644421,0.9687625654572574,vit_small,gz2,soft,d4,224,full,smooth,0,1,False,True
vit_small_soft_d4_s224_partial_bce_nfull_seed0,0.9029229321889212,0.06967195402266016,0.9437134210110867,vit_small,gz2,soft,d4,224,partial,bce,0,0,False,True
vit_small_soft_d4_s224_partial_bce_nfull_seed1,0.9034190927312291,0.07025740071030448,0.9443902390589062,vit_small,gz2,soft,d4,224,partial,bce,0,1,False,True
vit_small_soft_debiased_d4_s224_full_bce_nfull_seed0,0.8224906044490744,0.2651994070406496,0.7761714938594743,vit_small,gz2,soft_debiased,d4,224,full,bce,0,0,False,True
vit_small_soft_debiased_d4_s224_full_bce_nfull_seed1,0.8233495853907705,0.27815532145966876,0.7724286072380644,vit_small,gz2,soft_debiased,d4,224,full,bce,0,1,False,True
vit_small_soft_debiased_d4_s224_full_bce_nfull_seed2,0.829026399117645,0.268429374572885,0.7897097326296332,vit_small,gz2,soft_debiased,d4,224,full,bce,0,2,False,True
vit_small_soft_flip_s224_full_bce_nfull_seed0,0.9200241164389598,0.06286967252324113,0.9660349800428751,vit_small,gz2,soft,flip,224,full,bce,0,0,False,True
vit_small_soft_flip_s224_full_bce_nfull_seed1,0.9192730445847451,0.05624095088174099,0.96704520585062,vit_small,gz2,soft,flip,224,full,bce,0,1,False,True
vit_small_soft_flip_s224_full_bce_nfull_seed2,0.9210271132030301,0.055930631446533735,0.9673617095692648,vit_small,gz2,soft,flip,224,full,bce,0,2,False,True
vit_small_soft_none_s224_full_bce_nfull_seed0,0.9184511443894748,0.06104965568586362,0.9622491323593447,vit_small,gz2,soft,none,224,full,bce,0,0,False,True
vit_small_soft_none_s224_full_bce_nfull_seed0_op,0.9207773069241801,0.056318980288871036,0.9683170440891788,vit_small,gz2,soft,none,224,full,bce,0,0,True,True
vit_small_soft_none_s224_full_bce_nfull_seed1,0.9171351863122863,0.059879732265191825,0.9633221617079749,vit_small,gz2,soft,none,224,full,bce,0,1,False,True
vit_small_soft_none_s224_full_bce_nfull_seed1_op,0.9219536462160414,0.0552755054460041,0.9684679771434096,vit_small,gz2,soft,none,224,full,bce,0,1,True,True
vit_small_soft_none_s224_full_bce_nfull_seed2,0.9182151354599478,0.060086144380825116,0.9631633669668361,vit_small,gz2,soft,none,224,full,bce,0,2,False,True
vit_small_soft_none_s224_full_bce_nfull_seed2_op,0.9211736136306209,0.056654327163776705,0.9668375527206112,vit_small,gz2,soft,none,224,full,bce,0,2,True,True
vit_small_soft_w_d4_s224_full_bce_nfull_seed0,0.9220371524627032,0.054624722100860286,0.969057999706189,vit_small,gz2,soft_w,d4,224,full,bce,0,0,False,True
vit_small_soft_w_d4_s224_full_bce_nfull_seed1,0.9221466304420062,0.054988595010909434,0.9689105029086,vit_small,gz2,soft_w,d4,224,full,bce,0,1,False,True
vit_small_soft_w_d4_s224_full_bce_nfull_seed2,0.9217135800222409,0.054833969659610925,0.9689546632807315,vit_small,gz2,soft_w,d4,224,full,bce,0,2,False,True
